COMBUSTÍVEL,ANO,ESTADO,UNIDADE,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
QUEROSENE DE AVIAÇÃO (m3),2007,MATO GROSSO DO SUL,m3,2094.8470000000002,2048.67,2298.9650000000001,2103.8679999999999,2571.7289999999998,3010.451,2541.7069999999999,2775.8209999999999,2808.29,2717.59,2366.038,2511.81,29849.786
QUEROSENE DE AVIAÇÃO (m3),2007,MATO GROSSO,m3,2333.5929999999998,1954.175,2492.576,2989.7109999999998,2521.7730000000001,2795.9749999999999,3308.26,3336.1570000000002,3049.2089999999998,3576.6480000000001,3354.2660000000001,3465.6390000000001,35177.982000000004
QUEROSENE DE AVIAÇÃO (m3),2007,GOIÁS,m3,3588.212,2890.7,3751.6950000000002,3581.752,4169.6450000000004,5381.3119999999999,4100.5770000000002,4026.8409999999994,4451.8500000000004,4022.3530000000001,3803.1610000000001,3462.2779999999998,47230.376000000004
QUEROSENE DE AVIAÇÃO (m3),2007,DISTRITO FEDERAL,m3,20848.847000000002,19148.705000000002,22970.050999999999,21737.627,23808.499,24288.993999999999,25648.883000000002,25247.484,24097.948,26253.484,25183.638999999999,26415.722000000002,285649.88299999997
QUEROSENE DE AVIAÇÃO (m3),2008,RONDÔNIA,m3,2027.26,1728.587,1745.3019999999999,1775.59,1668.21,1620.2670000000001,2109.402,1707.002,1607.836,1817.1389999999999,1838.692,1526.4269999999999,21171.714
QUEROSENE DE AVIAÇÃO (m3),2008,ACRE,m3,1118.51,1086.779,1126.865,1074.259,1036.49,1022.601,1237.8219999999999,970.69399999999996,1059.7239999999999,1080.5910000000001,991.8660000000001,1133.175,12939.375999999998
QUEROSENE DE AVIAÇÃO (m3),2008,AMAZONAS,m3,14475.064,13392.401,13140.013000000001,13986.278,16287.393,13481.370999999999,13746.705,14781.915000000001,12850.75,13454.400000000001,12468.507999999998,12829.758,164894.55600000001
QUEROSENE DE AVIAÇÃO (m3),2008,RORAIMA,m3,540.57000000000005,412.98599999999999,453.28399999999999,981.06600000000003,687.55799999999999,732.76499999999999,807.11400000000003,1111.2950000000001,598.005,653.09300000000007,731.86300000000006,694.63900000000001,8404.2379999999994
QUEROSENE DE AVIAÇÃO (m3),2008,PARÁ,m3,10247.236999999999,9503.4930000000004,9396.4490000000005,8859.33,9267.1370000000006,9330.6170000000002,9016.4040000000005,9300.9359999999997,9094.99,8832.4459999999999,9005.9549999999999,9450.3429999999989,111305.337
QUEROSENE DE AVIAÇÃO (m3),2008,AMAPÁ,m3,303.72399999999999,352.28,351.70499999999998,351.81200000000001,319.77,363.48099999999999,399.88400000000001,354.24700000000001,281.47000000000003,326.77199999999993,230.995,311.47700000000003,3947.6169999999993
QUEROSENE DE AVIAÇÃO (m3),2008,TOCANTINS,m3,412.52199999999999,448.23099999999999,332.072,456.15300000000002,401.69,417.77600000000001,540.66800000000001,384.38400000000001,391.60700000000003,453.97199999999998,478.57600000000002,486.596,5204.2469999999994
QUEROSENE DE AVIAÇÃO (m3),2008,MARANHÃO,m3,3059.8220000000001,2740.7040000000002,3016.4160000000002,2943.35,2948.27,2816.9520000000002,3053.2049999999999,2779.9140000000002,2393.942,2128.5410000000002,2138.92,2580.4009999999998,32600.436999999998
QUEROSENE DE AVIAÇÃO (m3),2008,PIAUÍ,m3,1504.4280000000001,1373.9490000000001,1410.133,1341.431,1440.645,1486.819,1682.011,1379.8440000000001,1555.509,1133.7069999999999,1172.8820000000001,1410.5530000000001,16891.911000000004
QUEROSENE DE AVIAÇÃO (m3),2008,CEARÁ,m3,14105.808000000001,12315.513999999999,12016.946,10645.945,10338.447,10454.51,11910.153,11517.545,11230.787,11276.016999999998,11795.474999999999,11854.592000000001,139461.739
QUEROSENE DE AVIAÇÃO (m3),2008,RIO GRANDE DO NORTE,m3,7732.8810000000003,6912.3459999999995,7316.3919999999998,6771.9539999999997,6009.3190000000004,5959.9430000000002,7883.5010000000002,7210.9570000000003,5785.0159999999996,5691.1879999999992,9092.9369999999999,6455.1059999999998,82821.539999999994
QUEROSENE DE AVIAÇÃO (m3),2008,PARAÍBA,m3,1508,1361,1390,1416,1137.0219999999999,1003.965,1025.46,755.99800000000005,768.38900000000001,898.03599999999994,1208.5540000000001,1347.079,13819.502999999999
QUEROSENE DE AVIAÇÃO (m3),2008,PERNAMBUCO,m3,17711.255000000001,15756.504000000001,16878.195,15489.643,16391.925999999999,16003.727999999999,17593.837,16105.365,15922.407999999999,16176.485000000001,18388.303,18565.022999999997,200982.67200000002
QUEROSENE DE AVIAÇÃO (m3),2008,ALAGOAS,m3,2674.848,2410.4259999999999,2541.0529999999999,2254.4540000000002,2029.9960000000001,2211.6010000000001,934.51199999999994,2004.24,1799.0840000000001,1892.193,1971.5979999999997,1965.4560000000001,24689.460999999996
QUEROSENE DE AVIAÇÃO (m3),2008,SERGIPE,m3,1929.5029999999999,1782.319,1805.0350000000001,1739.73,1858.8820000000001,1923.047,1934.847,1621.123,1345.646,1491.9260000000002,1478.126,1523.6130000000001,20433.797000000002
QUEROSENE DE AVIAÇÃO (m3),2008,BAHIA,m3,26713.363000000001,23255.488000000001,23572.615000000002,22025.006000000001,22467.084999999999,22281.518,23755.988000000001,22416.902999999998,21229.922999999999,22509.136999999999,21835.072,24989.947,277052.04499999998
QUEROSENE DE AVIAÇÃO (m3),2008,MINAS GERAIS,m3,11370.332,10845.724,12369.547,12518.493,13447.772999999999,13395.529,13748.526,13803.486999999999,14029.23,14020.948000000002,14700.43,15045.375000000002,159295.394
QUEROSENE DE AVIAÇÃO (m3),2008,ESPÍRITO SANTO,m3,4074.68,3861.268,4089.877,4207.2430000000004,4101.3289999999997,3796.2109999999998,3859.951,3858.9119999999998,3789.085,4180.8169999999991,3796.576,3849.7719999999999,47465.721000000005
QUEROSENE DE AVIAÇÃO (m3),2008,RIO DE JANEIRO,m3,69262.148000000001,61751.315999999999,67058.83,62864.309000000001,64989.673999999999,63191.038999999997,69275.796000000002,64623.784,63958.440999999999,68690.236999999994,66468.612999999998,71075.433000000019,793209.61999999988
QUEROSENE DE AVIAÇÃO (m3),2008,SÃO PAULO,m3,202200.06200000001,184574.84899999999,201276.23300000001,191627.79399999999,194317.76300000001,190313.33600000001,202738.717,195383.02499999999,186201.897,189361.179,180015.88200000001,188072.45699999999,2306083.1940000001
QUEROSENE DE AVIAÇÃO (m3),2008,PARANÁ,m3,10992.895,10432.699000000001,10994.465,10628.043,10762.771000000001,10511.992,11338.234,11476.898999999999,11445.221,11969.249000000003,11969.846000000001,12521.373,135043.68700000003
QUEROSENE DE AVIAÇÃO (m3),2008,SANTA CATARINA,m3,6310.6959999999999,5972.9260000000004,5428.1930000000002,4672.6989999999996,4850.43,4431.3490000000002,4778.67,4733.2389999999996,4792.9189999999999,4982.6880000000001,4675.9160000000002,5547.1530000000002,61176.877999999997
QUEROSENE DE AVIAÇÃO (m3),2008,RIO GRANDE DO SUL,m3,10565.653,10468.475,11382.031999999999,12414.269,11964.805,10102.665000000001,11260.313,11251.934999999999,11123.347,11979.885000000002,10880.611999999999,11993.391,135387.38199999998
QUEROSENE DE AVIAÇÃO (m3),2008,MATO GROSSO DO SUL,m3,2354.9369999999999,2068.6959999999999,2447.5430000000001,2064.4490000000001,3469.9690000000001,2372.0859999999998,2675.4070000000002,2841.788,2553.105,2765.8190000000004,2534.5450000000001,2577.8070000000002,30726.150999999998
QUEROSENE DE AVIAÇÃO (m3),2008,MATO GROSSO,m3,3491.9749999999999,3128.6010000000001,2879.3539999999998,3850.306,3406.9839999999999,3383.7710000000002,3748.7640000000001,3418.3829999999998,3395.3090000000002,3634.1280000000002,3492.3080000000004,3644.75,41474.632999999994
QUEROSENE DE AVIAÇÃO (m3),2008,GOIÁS,m3,3340.6840000000002,3443.0340000000001,3912.0189999999998,3540.777,3363.4189999999999,6351.7129999999997,4634.4780000000001,3897.5639999999999,4274.299,3967.7640000000006,3712.6230000000005,3861.7710000000002,48300.145000000004
QUEROSENE DE AVIAÇÃO (m3),2008,DISTRITO FEDERAL,m3,27294.008000000002,24513.894,26366.26,27661.871999999999,29423.83,28430.986000000001,29423.928,27960.984,27511.955999999998,28145.95,27207.745999999999,28775.123,332716.53700000001
QUEROSENE DE AVIAÇÃO (m3),2009,RONDÔNIA,m3,2487.2989999999995,1542.606,1966.067,2155.2330000000002,1568.9839999999999,1810.9459999999999,1764.3220000000003,2392.3429999999998,2003.9269999999999,2192.0360000000001,1971.4950000000003,2255.127,24110.384999999998
QUEROSENE DE AVIAÇÃO (m3),2009,ACRE,m3,1119.7060000000001,1003.253,1364.1180000000002,1335.7550000000001,1246.903,980.49400000000003,987.40400000000011,1014.578,1014.9119999999999,1040.337,1213.598,1225.1069999999997,13546.165000000001
QUEROSENE DE AVIAÇÃO (m3),2009,AMAZONAS,m3,12012.053,11142.646000000001,12535.409000000001,11690.485999999999,12344.603999999998,12014.792000000001,13927.521999999995,13690.903999999999,13721.357,15299.178,15685.594999999999,15244.956,159309.50199999998
QUEROSENE DE AVIAÇÃO (m3),2009,RORAIMA,m3,649.97500000000002,546.87300000000005,625.64099999999996,645.90300000000013,599.06999999999994,716.01300000000003,891.94600000000003,616.71200000000022,850.05100000000016,488.73600000000005,714.81999999999994,495.15400000000005,7840.8940000000011
QUEROSENE DE AVIAÇÃO (m3),2009,PARÁ,m3,9879.8979999999992,8323.6010000000006,9136.1010000000006,8651.4819999999982,9307.3350000000028,8795.3249999999989,9242.7430000000004,9265.5220000000008,9658.4939999999988,9930.7049999999999,9489.0280000000002,11107.494000000001,112787.728
QUEROSENE DE AVIAÇÃO (m3),2009,AMAPÁ,m3,274.48900000000003,220.11399999999998,220.136,205.82499999999999,251.06200000000001,178.19900000000001,169.55500000000001,243.15600000000001,209.08099999999999,265.62800000000004,237.18800000000002,257.02699999999999,2731.4600000000005
QUEROSENE DE AVIAÇÃO (m3),2009,TOCANTINS,m3,385.221,342.99699999999996,389.93399999999997,394.37299999999999,381.08600000000001,388.46800000000002,415.16199999999998,465.06200000000001,462.19900000000001,459.66400000000004,514.67200000000003,530.87799999999993,5129.7159999999994
QUEROSENE DE AVIAÇÃO (m3),2009,MARANHÃO,m3,2928.6419999999998,2680.59,3029.1889999999999,2991.1150000000007,3281.578,2914.2619999999997,3262.7839999999997,3255.6239999999998,3261.6289999999999,3764.366,3588.0730000000003,4036.9839999999999,38994.835999999996
QUEROSENE DE AVIAÇÃO (m3),2009,PIAUÍ,m3,1411.086,1238.4199999999998,1307.912,1248.086,1178.588,1002.789,1063.771,997.34799999999996,1002.429,1005.8440000000001,1096.797,1102.1410000000001,13655.211000000001
QUEROSENE DE AVIAÇÃO (m3),2009,CEARÁ,m3,13489.086000000001,11355.893,11393.914000000001,11644.271000000001,11741.792999999998,11489.181999999999,14064.502,13950.593999999999,13164.168,13925.643,13781.102000000001,16343.741000000002,156343.88900000002
QUEROSENE DE AVIAÇÃO (m3),2009,RIO GRANDE DO NORTE,m3,8229.5329999999994,6414.5420000000004,6929.4850000000006,6607.6020000000008,6188.3750000000018,8346.8460000000014,7295.8719999999994,7093.62,6813.6879999999992,7298.6270000000004,6943.6530000000002,8294.9619999999995,86456.805000000008
QUEROSENE DE AVIAÇÃO (m3),2009,PARAÍBA,m3,1482.0730000000001,1173.8410000000001,1276.0819999999999,1211.4739999999999,1143.501,1130.2059999999999,1487.5709999999999,1428.9880000000001,1647.47,1792.7179999999998,1783.7,2252.0529999999999,17809.677
QUEROSENE DE AVIAÇÃO (m3),2009,PERNAMBUCO,m3,19891.403999999999,15727.258,17138.880999999998,16066.258,15758.808000000001,16524.272000000001,19184.395,18421.067999999999,17568.695,18671.817000000003,18568.105000000003,20171.446,213692.40700000001
QUEROSENE DE AVIAÇÃO (m3),2009,ALAGOAS,m3,2522.346,1879.567,1983.0780000000004,1833.309,1834.3739999999998,1767.6560000000002,3026.4929999999999,2724.9650000000001,2386.5889999999999,2631.2950000000001,2497.5720000000001,3140.8829999999994,28228.126999999997
QUEROSENE DE AVIAÇÃO (m3),2009,SERGIPE,m3,1585.998,1234.5960000000002,1295.54,1356.79,1737.6320000000001,1636.0360000000001,1741.499,1676.018,1622.3829999999998,1625.952,1457.11,1688.973,18658.527000000002
QUEROSENE DE AVIAÇÃO (m3),2009,BAHIA,m3,28916.325000000001,24293.891,25377.605,22780.512999999999,22024.438999999998,22382.57,26297.15,23915.064999999999,23796.293999999998,25140.928,25419.950000000004,29242.375,299587.10499999998
QUEROSENE DE AVIAÇÃO (m3),2009,MINAS GERAIS,m3,15259.166999999999,13368.267999999996,14231.302000000001,13817.973,14819.128000000002,14850.505000000003,17706.146999999997,17424.319000000007,16544.252000000004,16718.188000000002,16241.153,17192.282999999999,188172.685
QUEROSENE DE AVIAÇÃO (m3),2009,ESPÍRITO SANTO,m3,4053.8729999999991,3477.8229999999999,3944.8599999999997,3789.7979999999998,4232.1899999999996,4151.0140000000001,4622.8339999999998,4282.7499999999991,4506.8879999999999,4054.9140000000002,4185.2219999999998,4429.1210000000001,49731.286999999997
QUEROSENE DE AVIAÇÃO (m3),2009,RIO DE JANEIRO,m3,74722.663,66033.240000000005,70998.417999999991,67180.394,66818.896000000008,64453.65800000001,71234.86099999999,74252.061000000002,73367.218999999997,75734.219000000012,69839.099999999991,76526.035999999993,851160.76500000001
QUEROSENE DE AVIAÇÃO (m3),2009,SÃO PAULO,m3,190803.522,165297.14400000003,187425.34200000009,179015.34700000001,186975.28899999999,184191.82399999999,197515.87000000005,192739.89700000003,189291.41800000003,202033.10700000002,194837.15900000001,207438.47099999993,2277564.3900000006
QUEROSENE DE AVIAÇÃO (m3),2009,PARANÁ,m3,12936.471,11831.443000000001,13491.797000000002,12771.974,13340.530999999999,13517.969999999998,13543.425999999999,13448.612000000005,13435.515000000001,14232.525000000001,14144.380999999998,14550.062000000004,161244.70699999999
QUEROSENE DE AVIAÇÃO (m3),2009,SANTA CATARINA,m3,6033.3849999999993,5403.049,5282.76,4650.3960000000006,4791.3149999999996,4890.3090000000002,5348.0919999999996,5326.3639999999996,4765.6480000000001,4817.7610000000004,4855.8249999999998,6063.7,62228.603999999992
QUEROSENE DE AVIAÇÃO (m3),2009,RIO GRANDE DO SUL,m3,12204.334000000001,11081.313,12754.964,12190.146000000001,11872.163,12903.657000000003,13511.007,13155.328000000001,12709.738000000001,13300.712,14097.064999999999,14269.114,154049.541
QUEROSENE DE AVIAÇÃO (m3),2009,MATO GROSSO DO SUL,m3,2568.5700000000002,2311.819,2706.5039999999999,2792.5640000000003,2971.0390000000002,2795.8040000000001,3355.8039999999996,3165.875,3245.3430000000003,3529.5730000000003,2647.8259999999996,3032.2739999999999,35122.995000000003
QUEROSENE DE AVIAÇÃO (m3),2009,MATO GROSSO,m3,3733.384,3330.4459999999995,3435.0130000000008,3635.6579999999994,3226.8710000000001,3369.4459999999999,3700.154,3681.6479999999992,3412.5619999999999,3675.9380000000001,3557.9990000000003,3943.1900000000005,42702.309000000001
QUEROSENE DE AVIAÇÃO (m3),2009,GOIÁS,m3,3723.8189999999995,3115.8649999999998,3888.2289999999998,3527.0459999999998,3638.9380000000001,4312.9960000000001,5476.0780000000004,3927.915,3881.7060000000006,4361.2250000000004,4118.6859999999997,3830.8259999999996,47803.328999999998
QUEROSENE DE AVIAÇÃO (m3),2009,DISTRITO FEDERAL,m3,28843.347000000005,24897.772000000001,28943.329000000005,27511.084999999999,30567.328999999998,29079.64,33624.979999999996,31969.403999999999,30993.584000000003,31286.583000000002,29657.606000000003,32345.032999999996,359719.69199999998
QUEROSENE DE AVIAÇÃO (m3),2010,RONDÔNIA,m3,2219.3580000000002,1890.047,2601.1559999999999,2510.0239999999999,2330.1069999999995,2528.346,2846.0189999999998,2898.587,2775.002,2864.893,2979.6629999999996,3299.748,31742.95
QUEROSENE DE AVIAÇÃO (m3),2010,ACRE,m3,1151.1759999999999,1180.1689999999999,1336.17,1089.1410000000001,1184.9560000000001,1076.03,1024.8899999999999,948.15000000000009,990.51199999999994,1341.6259999999997,1232.1610000000001,1501.107,14056.088
QUEROSENE DE AVIAÇÃO (m3),2010,AMAZONAS,m3,14843.391,14153.055999999999,15052.721999999998,15364.987000000001,15663.205000000002,15468.354000000001,16000.011,16059.320000000002,15614.695,16081.498999999998,16538.656999999999,16816.706000000002,187656.60300000003
QUEROSENE DE AVIAÇÃO (m3),2010,RORAIMA,m3,1900.9019999999998,2303.0729999999999,1962.9259999999999,1021.8059999999999,617.92600000000004,945.50600000000009,1745.4939999999999,971.86699999999996,1030.164,384.38800000000003,803.38900000000001,916.46299999999997,14603.904
QUEROSENE DE AVIAÇÃO (m3),2010,PARÁ,m3,9448.6839999999993,9618.2529999999988,10204.614000000001,9917.9850000000006,10769.677999999998,10310.916000000001,11260.085999999999,10908.485000000001,11465.813000000002,12012.222000000002,12210.027,13669.300999999999,131796.06400000001
QUEROSENE DE AVIAÇÃO (m3),2010,AMAPÁ,m3,425.99199999999996,234.43700000000001,289.423,284.53700000000003,269.24799999999999,250.33099999999999,334.75200000000001,253.40900000000002,259.25099999999998,273.137,223.83600000000001,230.499,3328.8519999999999
QUEROSENE DE AVIAÇÃO (m3),2010,TOCANTINS,m3,445.90699999999998,384.72699999999998,560.11800000000005,481.96799999999996,470.005,519.24799999999993,553.71199999999999,580.96100000000001,551.34,536.89700000000005,543.60699999999997,657.01300000000003,6285.5029999999997
QUEROSENE DE AVIAÇÃO (m3),2010,MARANHÃO,m3,3848.806,3723.4879999999998,4094.2179999999998,4078.4120000000003,4125.2490000000007,4058.9919999999997,4176.2569999999996,4336.6000000000004,4368.7960000000003,4536.0820000000003,4532.4210000000003,5230.2519999999995,51109.573000000004
QUEROSENE DE AVIAÇÃO (m3),2010,PIAUÍ,m3,1286.6110000000001,1082.239,1486.7809999999999,1204.8050000000001,1271.114,1248.249,1349.0260000000001,1387.4499999999998,1554.038,1884.258,1775.6889999999999,1890.4900000000002,17420.750000000004
QUEROSENE DE AVIAÇÃO (m3),2010,CEARÁ,m3,18113.779000000002,15306.253999999999,15787.330999999998,14618.438000000002,14696.087,14549.501000000002,17532.920000000006,16296.683000000001,15580.887999999999,16029.640000000001,16863.269,17403.387000000002,192778.17700000003
QUEROSENE DE AVIAÇÃO (m3),2010,RIO GRANDE DO NORTE,m3,9258.7980000000007,8264.5259999999998,8646.2710000000006,7985.8770000000004,8478.6719999999987,7771.889000000001,9547.0059999999994,9450.8590000000004,8286.1820000000007,9240.6280000000006,13204.612999999999,10167.571,110302.89199999999
QUEROSENE DE AVIAÇÃO (m3),2010,PARAÍBA,m3,2226.886,1869.9050000000002,2326.4160000000002,2217.5389999999998,2272.056,2109.8789999999999,2278.5070000000001,1949.71,2073.346,2216.1469999999999,2256.9380000000001,2485.2750000000001,26282.604000000007
QUEROSENE DE AVIAÇÃO (m3),2010,PERNAMBUCO,m3,20681.578999999998,18228.575000000001,19891.258999999998,18738.569,18672.561000000002,18310.527999999998,20922.04,20446.756000000001,20325.212,21555.649000000001,22816.769000000004,23154.236000000001,243743.73300000001
QUEROSENE DE AVIAÇÃO (m3),2010,ALAGOAS,m3,4062.598,3515.056,3535.136,3374.6769999999997,3076.058,3074.9140000000002,3866.3350000000005,3457.451,3157.5840000000003,3253.4080000000004,3056.11,3519.3780000000002,40948.705000000002
QUEROSENE DE AVIAÇÃO (m3),2010,SERGIPE,m3,1862.6840000000002,1553.777,1783.9170000000001,1752.346,1855.809,1801.1890000000001,1992.0159999999998,1914.8729999999998,1909.6559999999999,2386.92,2319.3959999999997,2400.7069999999999,23533.289999999997
QUEROSENE DE AVIAÇÃO (m3),2010,BAHIA,m3,32495.453000000001,28071.361000000001,26542.415000000001,24181.012000000002,24590.338,24846.812000000005,27882.129000000004,27310.599999999995,26419.059999999998,28210.872000000003,28641.021999999997,31384.53,330575.60400000005
QUEROSENE DE AVIAÇÃO (m3),2010,MINAS GERAIS,m3,18542.829999999994,16893.876,19067.650000000001,18497.103999999999,19153.500000000004,18131.816999999999,20973.532999999999,21269.707000000002,20889.11,21425.41,20890.026000000002,24298.080999999998,240032.644
QUEROSENE DE AVIAÇÃO (m3),2010,ESPÍRITO SANTO,m3,4837.9560000000001,4348.8099999999995,4574.8030000000008,4453.7300000000014,4673.0209999999997,4327.0199999999986,4521.4639999999999,4566.3190000000004,4280.0749999999998,4422.4070000000002,4466.1880000000001,4519.5919999999996,53991.384999999995
QUEROSENE DE AVIAÇÃO (m3),2010,RIO DE JANEIRO,m3,79314.475999999995,71368.582000000009,77122.917000000001,73818.563000000009,79307.849000000002,76028.659,83244.597999999998,87546.651999999987,83964.022000000012,85334.204999999973,82972.412000000011,88699.728000000003,968722.66300000006
QUEROSENE DE AVIAÇÃO (m3),2010,SÃO PAULO,m3,214846.82900000003,186325.40299999993,213130.48400000005,197594.90100000001,210428.359,208887.09399999998,227198.69699999993,219796.98099999997,213230.084,223073.91700000002,220337.79499999995,231610.42600000001,2566460.9699999997
QUEROSENE DE AVIAÇÃO (m3),2010,PARANÁ,m3,14629.208999999999,13718.832,15946.953000000003,15240.608,15390.838,15397.227999999999,16646.230000000003,17281.094000000001,16381.357,16881.885000000002,16817.976999999999,17774.683000000001,192106.894
QUEROSENE DE AVIAÇÃO (m3),2010,SANTA CATARINA,m3,7057.4970000000003,6838.2160000000003,6463.2309999999998,5767.7079999999996,5782.0189999999993,5911.7760000000007,6003.4990000000007,5852.1080000000002,6104.2640000000001,6414.8050000000003,6635.0820000000003,8002.4940000000006,76832.699000000008
QUEROSENE DE AVIAÇÃO (m3),2010,RIO GRANDE DO SUL,m3,13806.472000000002,13017.837,14158.970999999998,13376.369000000001,12486.319,12853.226999999999,14211.625000000002,14113.087,13590.704,14239.678999999998,13845.354000000001,14025.605999999996,163725.24999999997
QUEROSENE DE AVIAÇÃO (m3),2010,MATO GROSSO DO SUL,m3,3131.6280000000002,2764.643,3619.8589999999999,3325.5360000000005,3711.8170000000005,3565.1009999999997,3722.1750000000002,4509.4350000000004,3993.7449999999999,3913.0730000000003,3799.8010000000004,3938.4989999999993,43995.311999999998
QUEROSENE DE AVIAÇÃO (m3),2010,MATO GROSSO,m3,4152.4610000000002,3583.8100000000004,4589.7420000000011,4402.482,5351.8200000000006,4978.6689999999999,5423.496000000001,5577.338999999999,5034.4470000000001,5172.9879999999994,5659.7160000000003,5707.4680000000008,59634.438000000002
QUEROSENE DE AVIAÇÃO (m3),2010,GOIÁS,m3,4017.0830000000001,3535.6970000000001,4702.0970000000007,4550.5460000000003,5341.2070000000003,5184.1559999999999,6034.0820000000003,5535.5300000000007,6094.4589999999998,5816.9350000000004,5064.1930000000002,5455.0710000000008,61331.056000000004
QUEROSENE DE AVIAÇÃO (m3),2010,DISTRITO FEDERAL,m3,31750.696999999996,27362.445000000003,31942.403000000002,32716.904000000006,32999.932999999997,33147.637999999999,35830.488000000005,35734.239000000001,33637.876999999993,32982.390999999996,32461.488000000001,36536.197,397102.7
QUEROSENE DE AVIAÇÃO (m3),2011,RONDÔNIA,m3,3487.0920000000001,2758.6990000000001,3099.835,2729.183,2771.4139999999998,2767.5419999999999,3466.3789999999999,3231.5129999999999,3104.2710000000002,3346.8979999999997,4189.3040000000001,4347.6670000000004,39299.797000000006
QUEROSENE DE AVIAÇÃO (m3),2011,ACRE,m3,1493.29,1300.6959999999999,1432.662,1438.0059999999999,1394.3150000000001,1244.165,1325.0410000000002,1396.001,1364.9809999999998,1399.126,1410.2470000000001,1539.3980000000001,16737.928000000004
QUEROSENE DE AVIAÇÃO (m3),2011,AMAZONAS,m3,16358.158000000001,14483.822,15884.373,14676.667000000001,14861.066000000003,14889.459000000001,15442.169,16730.795999999998,15349.424000000001,16241.253000000001,15629.225999999999,16117.437999999998,186663.851
QUEROSENE DE AVIAÇÃO (m3),2011,RORAIMA,m3,1012.322,1008.335,756.55200000000002,564.41999999999996,618.08100000000002,738.65700000000004,567.13699999999994,1029.1739999999998,1026.749,787.46199999999999,785.71999999999991,714.71500000000003,9609.3239999999987
QUEROSENE DE AVIAÇÃO (m3),2011,PARÁ,m3,11855.573,11689.721999999998,12372.786,11756.431,11569.618,11640.254000000001,13622.359999999999,13763.366999999998,13745.951000000003,14547.185999999998,14282.376000000002,14920.801000000001,155766.42500000002
QUEROSENE DE AVIAÇÃO (m3),2011,AMAPÁ,m3,311.529,236.19,234.81900000000002,295.49799999999999,298.54699999999997,253.91200000000001,292.61599999999999,303.03499999999997,230.88599999999997,316.255,266.24599999999998,309.20699999999999,3348.7400000000002
QUEROSENE DE AVIAÇÃO (m3),2011,TOCANTINS,m3,562.84399999999994,595.96299999999997,622.85300000000007,684.41500000000008,739.45999999999992,866.95100000000002,1005.0980000000001,1076.3440000000001,990.87400000000002,1000.302,1066.6729999999998,1162.0420000000001,10373.818999999998
QUEROSENE DE AVIAÇÃO (m3),2011,MARANHÃO,m3,5505.58,4598.1859999999997,5066.6309999999994,4967.4120000000003,4904.3730000000005,5139.5999999999995,5592.5030000000006,5421.222999999999,4950.3980000000001,5668.802999999999,6010.2280000000001,6384.7779999999993,64209.715000000004
QUEROSENE DE AVIAÇÃO (m3),2011,PIAUÍ,m3,2306.4479999999999,1930.4250000000002,2273.1780000000003,1935.846,1943.749,2019.998,2207.846,2130.9780000000001,2100.3310000000001,2416.8939999999998,2232.02,2250.2060000000001,25747.919000000002
QUEROSENE DE AVIAÇÃO (m3),2011,CEARÁ,m3,17819.054000000004,14097.919,15540.284,14696.603999999999,14567.462000000003,14904.597999999998,18196.919999999998,16132.171,15310.911,16034.351000000002,15463.617999999999,17963.382999999998,190727.27499999999
QUEROSENE DE AVIAÇÃO (m3),2011,RIO GRANDE DO NORTE,m3,10926.267,8783.4940000000006,9440.2380000000012,8683.4490000000005,8369.393,8256.3540000000012,9119.5990000000002,9533.4,9258.4679999999989,9192.3220000000001,9211.3729999999996,9315.0470000000005,110089.40399999999
QUEROSENE DE AVIAÇÃO (m3),2011,PARAÍBA,m3,2722.4569999999999,2539.7170000000001,2709.3530000000001,2931.5189999999998,2830.8440000000001,3496.3989999999999,4278.8650000000007,4038.6889999999994,3885.5070000000001,4041.46,3891.1120000000001,4186.1419999999998,41552.064000000006
QUEROSENE DE AVIAÇÃO (m3),2011,PERNAMBUCO,m3,23961.173999999999,20362.396000000001,23130.228999999999,20634.805000000004,22378.466999999997,21149.157999999999,23305.216,20500.326000000001,21678.442000000003,22251.428,20529.680000000004,22084.238000000001,261965.55900000001
QUEROSENE DE AVIAÇÃO (m3),2011,ALAGOAS,m3,4244.2059999999992,3273.884,3482.22,3285.4559999999997,4020.01,3482.8530000000005,3684.2910000000002,3855.7890000000002,3495.085,3863.6839999999997,3608.6579999999999,4053.5039999999999,44349.640000000007
QUEROSENE DE AVIAÇÃO (m3),2011,SERGIPE,m3,2460.7429999999999,2074.442,2329.6289999999999,2266.0040000000004,2407.1350000000002,1985.076,2305.3150000000001,2165.317,2185.7359999999999,2209.0720000000001,2041.92,2301.6320000000001,26732.021000000004
QUEROSENE DE AVIAÇÃO (m3),2011,BAHIA,m3,34969.682000000008,28974.674000000003,32211.592999999997,29033.626,28796.925000000003,28313.052000000003,33767.776000000005,29671.055999999997,28921.296000000002,31329.587,29716.5,33945.961000000003,369651.72800000006
QUEROSENE DE AVIAÇÃO (m3),2011,MINAS GERAIS,m3,25894.398000000001,23366.021000000001,24942.336000000007,24698.937000000002,26750.322000000007,25730.808999999994,26267.212000000003,25323.219000000005,27310.908999999996,24652.834999999995,24574.457000000002,24162.446999999996,303673.902
