COMBUSTÍVEL,ANO,ESTADO,UNIDADE,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
QUEROSENE ILUMINANTE (m3),2008,PARANÁ,m3,151,71,107,44,80,66,96,56.5,63.868273016091102,65,76,61,937.36827301609105
QUEROSENE ILUMINANTE (m3),2008,SANTA CATARINA,m3,252.66000000000003,240.43600000000004,335.31599999999997,201.78,247.49799999999999,289.791,278.8,251,292.68474437629601,270,198.97,241,3099.9357443762956
QUEROSENE ILUMINANTE (m3),2008,RIO GRANDE DO SUL,m3,243.19400000000005,272.28899999999999,220.33300000000003,216.95500000000007,281.32900000000006,229.523,231.03200000000001,212.53399999999999,246.17608262922982,195,202,244,2794.3650826292296
QUEROSENE ILUMINANTE (m3),2008,MATO GROSSO DO SUL,m3,15,0,15,0,15,0,15,0,-8.5081316332073827E-3,15,0,0,74.991491868366793
QUEROSENE ILUMINANTE (m3),2008,MATO GROSSO,m3,45,22,22,46,0,0,0,0,-3.364223426452391E-2,35,0,0,169.96635776573547
QUEROSENE ILUMINANTE (m3),2008,GOIÁS,m3,9,57,49,3,37,9,39,2,36.945721975866817,44,7,7,299.94572197586683
QUEROSENE ILUMINANTE (m3),2008,DISTRITO FEDERAL,m3,5,5,5,0,5,5,0,5,4.9941316298821405,0,5,0,39.994131629882141
QUEROSENE ILUMINANTE (m3),2009,RONDÔNIA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2009,ACRE,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2009,AMAZONAS,m3,80,80,85,90,110,100,95,95,105,95,80,60,1075
QUEROSENE ILUMINANTE (m3),2009,RORAIMA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2009,PARÁ,m3,38,30,25,40,17,10,11,11,16,5,10,7,220
QUEROSENE ILUMINANTE (m3),2009,AMAPÁ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2009,TOCANTINS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2009,MARANHÃO,m3,140,110,125,110,90,160,130,100,110,75,50,100,1300
QUEROSENE ILUMINANTE (m3),2009,PIAUÍ,m3,30,25,55,40,25,15,45,10,15,10,25,20,315
QUEROSENE ILUMINANTE (m3),2009,CEARÁ,m3,58,56,62,48,36,56,56,32,61,57,32,30,584
QUEROSENE ILUMINANTE (m3),2009,RIO GRANDE DO NORTE,m3,76.400000000000006,69.8,65.400000000000006,53.8,43.8,63,33.200000000000003,58.400000000000006,22.6,68.599999999999994,44.4,51.2,650.6
QUEROSENE ILUMINANTE (m3),2009,PARAÍBA,m3,5,10,15,5,15,5,5,15,5,20,0,10,110
QUEROSENE ILUMINANTE (m3),2009,PERNAMBUCO,m3,65,45,58,50,57,25,68,53,41,52,25,55,594
QUEROSENE ILUMINANTE (m3),2009,ALAGOAS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2009,SERGIPE,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2009,BAHIA,m3,13,59,24.6,19.2,34.199999999999996,26.4,8.8000000000000007,14,26.8,24,27,3,280
QUEROSENE ILUMINANTE (m3),2009,MINAS GERAIS,m3,373,151,307,382,272,258,212,287,347,194,282.5,317,3382.5
QUEROSENE ILUMINANTE (m3),2009,ESPÍRITO SANTO,m3,5,5,5,0,5,0,5,5,0,0,15,0,45
QUEROSENE ILUMINANTE (m3),2009,RIO DE JANEIRO,m3,0,13,1.7999999999999999E-2,2,0,0,2,0,0,0,0,0,17.018000000000001
QUEROSENE ILUMINANTE (m3),2009,SÃO PAULO,m3,180,167,132,160,177,165,284.00599999999997,129.52500000000001,151,148,153,168,2014.5309999999999
QUEROSENE ILUMINANTE (m3),2009,PARANÁ,m3,75,65,60,56,70,60.5,110,45,67,30,47,45,730.5
QUEROSENE ILUMINANTE (m3),2009,SANTA CATARINA,m3,195,259,217.70000000000002,148.916,352.96799999999996,197.4,250.1,213.84800000000001,163.44400000000002,266.93200000000002,151.9,216.51599999999999,2633.7240000000002
QUEROSENE ILUMINANTE (m3),2009,RIO GRANDE DO SUL,m3,151,163,197.5,192,222,173,221.5,194.5,184,187,201.9,154,2241.4
QUEROSENE ILUMINANTE (m3),2009,MATO GROSSO DO SUL,m3,0,15,0,0,0,0,0,0,0,0,0,0,15
QUEROSENE ILUMINANTE (m3),2009,MATO GROSSO,m3,0,0,0,0,0,0,0,0,0,0,0,21,21
QUEROSENE ILUMINANTE (m3),2009,GOIÁS,m3,2,7,9,2,7,2,7,11,6,2,6,3,64
QUEROSENE ILUMINANTE (m3),2009,DISTRITO FEDERAL,m3,5,0,5,0,5,5,5,6,0,0,5,0,36
QUEROSENE ILUMINANTE (m3),2010,RONDÔNIA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2010,ACRE,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2010,AMAZONAS,m3,100,70,105,100,80,105,60,100,110,95,95,80,1100
QUEROSENE ILUMINANTE (m3),2010,RORAIMA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2010,PARÁ,m3,11,10,16,0,20,0,5,6,5,10,6,0,89
QUEROSENE ILUMINANTE (m3),2010,AMAPÁ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2010,TOCANTINS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2010,MARANHÃO,m3,100,90,55,85,90,25,100,80,50,85,85,55,900
QUEROSENE ILUMINANTE (m3),2010,PIAUÍ,m3,35,20,20,20,30,10,0,30,20,10,10,30,235
QUEROSENE ILUMINANTE (m3),2010,CEARÁ,m3,70,22,47,15,48,31,46,38,41,27,20,41,446
QUEROSENE ILUMINANTE (m3),2010,RIO GRANDE DO NORTE,m3,44.8,77.8,57,60.4,44.8,30.599999999999998,19.8,21,15.2,41.941000000000003,52,21,486.34100000000001
QUEROSENE ILUMINANTE (m3),2010,PARAÍBA,m3,15,0,25,0,0,25,0,15,10,10,15,0,115
QUEROSENE ILUMINANTE (m3),2010,PERNAMBUCO,m3,29,37,42,30,30,25,35,52,38,40,39,36,433
QUEROSENE ILUMINANTE (m3),2010,ALAGOAS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2010,SERGIPE,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2010,BAHIA,m3,9,2.2000000000000002,2.2000000000000002,31,3,12.4,4.5999999999999996,33,25.654999999999994,16.600000000000001,4.8,3.8000000000000003,148.255
QUEROSENE ILUMINANTE (m3),2010,MINAS GERAIS,m3,221,340,340,240,290,295,235,320,310,310,435,285,3621
QUEROSENE ILUMINANTE (m3),2010,ESPÍRITO SANTO,m3,0,0,0,0,15,0,0,0,0,15,0,0,30
QUEROSENE ILUMINANTE (m3),2010,RIO DE JANEIRO,m3,0,0,0.81,3,2.4E-2,0,0,2,0,0,0,0,5.8339999999999996
QUEROSENE ILUMINANTE (m3),2010,SÃO PAULO,m3,136,137,245,179,157,195,186,187,185,220,213,169,2209
QUEROSENE ILUMINANTE (m3),2010,PARANÁ,m3,50,35,65,65.5,40,50,65,40,43,50,42,30,575.5
QUEROSENE ILUMINANTE (m3),2010,SANTA CATARINA,m3,151.273,181.9,255.8,223.16,153.608,191.75,211.5,236.2,124.7,168.1,211.07599999999999,160.5,2269.567
QUEROSENE ILUMINANTE (m3),2010,RIO GRANDE DO SUL,m3,176,190,251.5,188,229,185.5,201,207,143,174,218,149,2312
QUEROSENE ILUMINANTE (m3),2010,MATO GROSSO DO SUL,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2010,MATO GROSSO,m3,22,60,30,60,45,60,0,0,0,0,0,30,307
QUEROSENE ILUMINANTE (m3),2010,GOIÁS,m3,7,5,0,0,15,0,5,0,5,0,0,5,42
QUEROSENE ILUMINANTE (m3),2010,DISTRITO FEDERAL,m3,5,0,5,5,0,5,0,0,5,0,0,0,25
QUEROSENE ILUMINANTE (m3),2011,RONDÔNIA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2011,ACRE,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2011,AMAZONAS,m3,125,105,110,100,100,90,80,130,80,95,100,40,1155
QUEROSENE ILUMINANTE (m3),2011,RORAIMA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2011,PARÁ,m3,5,5,6,0,11,0,6,5,6,0,0,5,49
QUEROSENE ILUMINANTE (m3),2011,AMAPÁ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2011,TOCANTINS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2011,MARANHÃO,m3,70,55,50,40,55,60,60,40,40,55,35,25,585
QUEROSENE ILUMINANTE (m3),2011,PIAUÍ,m3,15,5,30,10,10,25,25,10,10,10,25,10,185
QUEROSENE ILUMINANTE (m3),2011,CEARÁ,m3,20,22,25,23,25.899000000000001,47,15,5.2,51,19,10,23,286.09899999999999
QUEROSENE ILUMINANTE (m3),2011,RIO GRANDE DO NORTE,m3,15.200000000000001,13.6,36.400000000000006,6.2,12,19,10.399999999999999,77.8,39.6,14.8,43.4,40.6,329.00000000000006
QUEROSENE ILUMINANTE (m3),2011,PARAÍBA,m3,0,20,0,0,10,0,15,0,0,25,0,0,70
QUEROSENE ILUMINANTE (m3),2011,PERNAMBUCO,m3,47,6,35,25,42,21,26,32,31,51,35,10,361
QUEROSENE ILUMINANTE (m3),2011,ALAGOAS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2011,SERGIPE,m3,0,0,0,0,0,0,0,0,14.919,0,0,0,14.919
QUEROSENE ILUMINANTE (m3),2011,BAHIA,m3,17.2,5,1.6,3.4,2.5999999999999996,2.6,4.2,18.599999999999998,6.8,3,4.4000000000000004,0.6,70
QUEROSENE ILUMINANTE (m3),2011,MINAS GERAIS,m3,280,255,315,245,340,235,284,285,430,295,375,255,3594
QUEROSENE ILUMINANTE (m3),2011,ESPÍRITO SANTO,m3,0,0,0,0,15,0,0,0,0,0,0,0,15
QUEROSENE ILUMINANTE (m3),2011,RIO DE JANEIRO,m3,1.82,0,0,0,20.071999999999999,0,2.5,0,0,0,0,0,24.391999999999999
QUEROSENE ILUMINANTE (m3),2011,SÃO PAULO,m3,172.03,169.81299999999999,176,203,212.95400000000001,194,191,195,178,202.80199999999999,180,139,2213.5990000000002
QUEROSENE ILUMINANTE (m3),2011,PARANÁ,m3,45,45,61.05,35,47,30,30,52,45,50,42,50,532.04999999999995
QUEROSENE ILUMINANTE (m3),2011,SANTA CATARINA,m3,191.5,136.5,203,165.22499999999999,223.5,124,199.35,193,196.5,169.2,276.10000000000002,177.5,2255.375
QUEROSENE ILUMINANTE (m3),2011,RIO GRANDE DO SUL,m3,183,186.5,129,185,192,206,201,154,184,171,175,134,2100.5
QUEROSENE ILUMINANTE (m3),2011,MATO GROSSO DO SUL,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2011,MATO GROSSO,m3,60,60,75,60,30,0,0,42,0,0,48,0,375
QUEROSENE ILUMINANTE (m3),2011,GOIÁS,m3,10,5,0,5,10,0,5,10,0,15,0,0,60
QUEROSENE ILUMINANTE (m3),2011,DISTRITO FEDERAL,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2012,RONDÔNIA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2012,ACRE,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2012,AMAZONAS,m3,90,90,80,90,100,80,40,130,80,70,100,60,1010
QUEROSENE ILUMINANTE (m3),2012,RORAIMA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2012,PARÁ,m3,0,0,6,0,5,5,0,0,0,0,0,0,16
QUEROSENE ILUMINANTE (m3),2012,AMAPÁ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2012,TOCANTINS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2012,MARANHÃO,m3,65,20,60,30,45,30,15,0,55,25,0,25,370
QUEROSENE ILUMINANTE (m3),2012,PIAUÍ,m3,30,0,0,0,0,0,0,0,0,5,0,0,35
QUEROSENE ILUMINANTE (m3),2012,CEARÁ,m3,20,29,59,5.2,52.2,5,6,17,6,37,6,0,242.4
QUEROSENE ILUMINANTE (m3),2012,RIO GRANDE DO NORTE,m3,11.8,18.399999999999999,7.4,7,7.8,11.8,6,12.600000000000001,0.4,15.200000000000001,10.600000000000001,5.6,114.60000000000002
QUEROSENE ILUMINANTE (m3),2012,PARAÍBA,m3,20,0,5,20,0,5,0,0,5,0,5,5,65
QUEROSENE ILUMINANTE (m3),2012,PERNAMBUCO,m3,36,20,40,26,15,35,15,20,15,30,15,25,292
QUEROSENE ILUMINANTE (m3),2012,ALAGOAS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2012,SERGIPE,m3,0,14.9,0,0,0,0,0,0,0,0,1.2E-2,8.0000000000000002E-3,14.92
QUEROSENE ILUMINANTE (m3),2012,BAHIA,m3,16.399999999999999,0.60000000000000009,1.4,1,17.2,3.6,1,1.2000000000000002,0.8,24,3.2680000000000002,0.4,70.867999999999995
QUEROSENE ILUMINANTE (m3),2012,MINAS GERAIS,m3,364,202.16,329,265,305,269,265,325,254,245,210,191.91200000000001,3225.0719999999997
QUEROSENE ILUMINANTE (m3),2012,ESPÍRITO SANTO,m3,0,15,0,0,0,0,0,0,0,0,15,0,30
QUEROSENE ILUMINANTE (m3),2012,RIO DE JANEIRO,m3,3.5999999999999997E-2,0,0,0,0,0,0,0,0,0,0,0,3.5999999999999997E-2
QUEROSENE ILUMINANTE (m3),2012,SÃO PAULO,m3,118,93,159,80,156,105,76,120,86,152,120,101,1366
QUEROSENE ILUMINANTE (m3),2012,PARANÁ,m3,37.5,42,42,20,15,20,10,16.114000000000001,10,42,22,40,316.61400000000003
QUEROSENE ILUMINANTE (m3),2012,SANTA CATARINA,m3,207.8,219.5,183.6,223,241,175,204.05,187.05,227,165,178,139,2350
QUEROSENE ILUMINANTE (m3),2012,RIO GRANDE DO SUL,m3,164,185,189,171,201.5,158,146,178,114,113,150,130.00200000000001,1899.502
QUEROSENE ILUMINANTE (m3),2012,MATO GROSSO DO SUL,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2012,MATO GROSSO,m3,0,0,0,0,44,0,0,0,0,0,44,0,88
QUEROSENE ILUMINANTE (m3),2012,GOIÁS,m3,15,0,15,0,5,10,0,15,0,0,15,0,75
QUEROSENE ILUMINANTE (m3),2012,DISTRITO FEDERAL,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2013,RONDÔNIA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2013,ACRE,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2013,AMAZONAS,m3,80,50,100,80,80,5,0,0,5,0,0,0,400
QUEROSENE ILUMINANTE (m3),2013,RORAIMA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2013,PARÁ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2013,AMAPÁ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2013,TOCANTINS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2013,MARANHÃO,m3,30,30,0,45,30,15,15,0,30,0,0,0,195
QUEROSENE ILUMINANTE (m3),2013,PIAUÍ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2013,CEARÁ,m3,2.6,2.2000000000000002,31,2.4,30.2,3,3,32.4,2,2,0,1,111.79999999999998
QUEROSENE ILUMINANTE (m3),2013,RIO GRANDE DO NORTE,m3,9.6,10,1.2,13.2,10,1,6,4.8,9.8000000000000007,4,3.6,7,80.199999999999989
QUEROSENE ILUMINANTE (m3),2013,PARAÍBA,m3,0,0,5,0,5,0,5,0,0,5,0,0,20
QUEROSENE ILUMINANTE (m3),2013,PERNAMBUCO,m3,20,15,40,15,0,20,15,15,62,17,45,30,294
QUEROSENE ILUMINANTE (m3),2013,ALAGOAS,m3,0,0,0,0,10,0,0,0.34200000000000003,0.38500000000000001,0.32100000000000001,0.68400000000000005,0,11.731999999999999
QUEROSENE ILUMINANTE (m3),2013,SERGIPE,m3,0.03,2.3E-2,1.2E-2,1.4999999999999999E-2,1.4E-2,1.0999999999999999E-2,2.5999999999999999E-2,2.1999999999999999E-2,0.441,0.875,6.0000000000000001E-3,0.32900000000000001,1.8039999999999998
QUEROSENE ILUMINANTE (m3),2013,BAHIA,m3,0.60199999999999998,2.8119999999999998,20,0.8,21.6,19.670000000000002,1.5429999999999999,36.220999999999997,67.641999999999996,61.277999999999999,31.405999999999999,48.581000000000003,312.15500000000003
QUEROSENE ILUMINANTE (m3),2013,MINAS GERAIS,m3,300,205,237,280,320,219,240,155,130,305,200,120,2711
QUEROSENE ILUMINANTE (m3),2013,ESPÍRITO SANTO,m3,0,0,0,0,0,0,0,0,15,0,0,0,15
QUEROSENE ILUMINANTE (m3),2013,RIO DE JANEIRO,m3,0,0,0,0,0,0,0,0,0,0.52700000000000002,0,0,0.52700000000000002
QUEROSENE ILUMINANTE (m3),2013,SÃO PAULO,m3,149,100,86,127,102,117,67,136,66,134,105,71,1260
QUEROSENE ILUMINANTE (m3),2013,PARANÁ,m3,25,55,25,55,25,35,40,45,20,50,40,30,445
QUEROSENE ILUMINANTE (m3),2013,SANTA CATARINA,m3,177,117,175.5,223.55,155.05000000000001,161,157.5,180.5,188,132,172.5,110,1949.6
QUEROSENE ILUMINANTE (m3),2013,RIO GRANDE DO SUL,m3,148,127.2,131.5,108,115,141,119,134,106,117,137,54,1437.7
QUEROSENE ILUMINANTE (m3),2013,MATO GROSSO DO SUL,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2013,MATO GROSSO,m3,0,0,0,44,0,0,0,0,0,78,0,0,122
QUEROSENE ILUMINANTE (m3),2013,GOIÁS,m3,15,0,0,15,0,5,0,15,5,0,0,0,55
QUEROSENE ILUMINANTE (m3),2013,DISTRITO FEDERAL,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2014,RONDÔNIA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2014,ACRE,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2014,AMAZONAS,m3,0,5,0,0,0,0,0,0,0,0,0,0.17100000000000001,5.1710000000000003
QUEROSENE ILUMINANTE (m3),2014,RORAIMA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2014,PARÁ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2014,AMAPÁ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2014,TOCANTINS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2014,MARANHÃO,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2014,PIAUÍ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2014,CEARÁ,m3,2,2,0,0,3.2,0.4,0,2.8,0.4,1,1,0,12.8
QUEROSENE ILUMINANTE (m3),2014,RIO GRANDE DO NORTE,m3,5.8,7.2,4,9.6,8,13.8,2.6,5.4,0.8,8.8000000000000007,5.6,5.2,76.8
QUEROSENE ILUMINANTE (m3),2014,PARAÍBA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2014,PERNAMBUCO,m3,30,15,30,75,45,60,30,30,45,15,30,15,420
QUEROSENE ILUMINANTE (m3),2014,ALAGOAS,m3,0,0,0.214,0,0.23499999999999999,0.23499999999999999,1.177,0,0,0,0,0,1.861
QUEROSENE ILUMINANTE (m3),2014,SERGIPE,m3,1.4E-2,0.66300000000000003,0.749,1.177,0.52300000000000002,1.202,0.65300000000000002,0.64700000000000002,0.66200000000000003,0.33200000000000002,0.32500000000000001,0.96599999999999997,7.9130000000000003
QUEROSENE ILUMINANTE (m3),2014,BAHIA,m3,80.397999999999996,57.597999999999999,34.984999999999999,60.527000000000001,84.391000000000005,80.932000000000002,53.347999999999999,54.305,17.600000000000001,3,4.4000000000000004,3,534.48400000000004
QUEROSENE ILUMINANTE (m3),2014,MINAS GERAIS,m3,290,160,145,80,220,173,170,138,160,160,130,65,1891
QUEROSENE ILUMINANTE (m3),2014,ESPÍRITO SANTO,m3,0,0,0,0,0.108,0,0,0,0,0,15,0,15.108000000000001
QUEROSENE ILUMINANTE (m3),2014,RIO DE JANEIRO,m3,0,0,0,-0.12,0,0,0,1.6080000000000001,0,0,0,5.1520000000000001,6.6400000000000006
QUEROSENE ILUMINANTE (m3),2014,SÃO PAULO,m3,109.621,68,84.742000000000004,70,97,40,38,58,55,73,33,60,786.36300000000006
QUEROSENE ILUMINANTE (m3),2014,PARANÁ,m3,30,40,30,40,29,30,44,45,30,79,11.5,27.5,436
QUEROSENE ILUMINANTE (m3),2014,SANTA CATARINA,m3,174.55,169.5,123,201,133.5,97,230,70,213,95,113,85,1704.55
QUEROSENE ILUMINANTE (m3),2014,RIO GRANDE DO SUL,m3,132.4,125.2,104,111,78,89,133,100.2,81,115,78,69,1215.8000000000002
QUEROSENE ILUMINANTE (m3),2014,MATO GROSSO DO SUL,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2014,MATO GROSSO,m3,33,23.5,0,43,0,0,0,0,0,0,0,40,139.5
QUEROSENE ILUMINANTE (m3),2014,GOIÁS,m3,5,10,0,5,0,5,0,0,0,0,0,5,30
QUEROSENE ILUMINANTE (m3),2014,DISTRITO FEDERAL,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2015,RONDÔNIA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2015,ACRE,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2015,AMAZONAS,m3,0,0,0,0,0,0,0,0,5,0,0,0,5
QUEROSENE ILUMINANTE (m3),2015,RORAIMA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2015,PARÁ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2015,AMAPÁ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2015,TOCANTINS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2015,MARANHÃO,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2015,PIAUÍ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2015,CEARÁ,m3,1.2,0,0,1,1,0,0,1,0,0,0,0,4.2
QUEROSENE ILUMINANTE (m3),2015,RIO GRANDE DO NORTE,m3,4.8,0.6,16.399999999999999,7.8,0.6,1.6,5.4,7.6,6.8,0.2,4.5999999999999996,0,56.400000000000006
QUEROSENE ILUMINANTE (m3),2015,PARAÍBA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2015,PERNAMBUCO,m3,15,15,30,15,15,30,15,0,45,30,15,0,225
QUEROSENE ILUMINANTE (m3),2015,ALAGOAS,m3,0.47099999999999997,0.25700000000000001,0.23499999999999999,0.51300000000000001,0.34200000000000003,0.107,6.4000000000000001E-2,0.42799999999999999,0,0,0,0,2.4170000000000003
QUEROSENE ILUMINANTE (m3),2015,SERGIPE,m3,0.64400000000000002,0.54500000000000004,0.54300000000000004,0.85799999999999998,0.65,4.0000000000000001E-3,0.33,1.5860000000000001,5.1999999999999998E-2,1.0999999999999999E-2,1.4999999999999999E-2,1.2E-2,5.2499999999999991
QUEROSENE ILUMINANTE (m3),2015,BAHIA,m3,7.0540000000000003,0,9.4,13.308,9.1999999999999993,10.8,30,32.054000000000002,39.856999999999999,47,42,6.0979999999999999,246.77100000000002
QUEROSENE ILUMINANTE (m3),2015,MINAS GERAIS,m3,130,140,125,180,165,120,115,170,105,165,210,110,1735
QUEROSENE ILUMINANTE (m3),2015,ESPÍRITO SANTO,m3,0.18,0,0,0,0,0,0,0,0,5.3999999999999999E-2,0,0,0.23399999999999999
QUEROSENE ILUMINANTE (m3),2015,RIO DE JANEIRO,m3,10.034000000000001,3.423,0,0,0,0,0,0,0,0,0,0,13.457000000000001
QUEROSENE ILUMINANTE (m3),2015,SÃO PAULO,m3,43,50,231.24600000000001,63,36,41,33,28,53,51,15,30,674.24599999999998
QUEROSENE ILUMINANTE (m3),2015,PARANÁ,m3,30,30,19,70,0,34,25,20,29,35,26,10,328
QUEROSENE ILUMINANTE (m3),2015,SANTA CATARINA,m3,166,139,120,132.5,122,110,104,120,88,143,100,185,1529.5
QUEROSENE ILUMINANTE (m3),2015,RIO GRANDE DO SUL,m3,79,73,132,58,85,75,71,80,72,56,73.2,74.2,928.40000000000009
QUEROSENE ILUMINANTE (m3),2015,MATO GROSSO DO SUL,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2015,MATO GROSSO,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2015,GOIÁS,m3,0,0,10,10,0,0,0,0,0,0,0,0,20
QUEROSENE ILUMINANTE (m3),2015,DISTRITO FEDERAL,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2016,RONDÔNIA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2016,ACRE,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2016,AMAZONAS,m3,0,0,0,5,0,0,0,0,0,0,0,0,5
QUEROSENE ILUMINANTE (m3),2016,RORAIMA,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2016,PARÁ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2016,AMAPÁ,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEROSENE ILUMINANTE (m3),2016,TOCANTINS,m3,0,0,0,0,0,0,0,0,0,0,0,0,0
